-0.031133242	-0.035781197	-0.06702296	0.038019095	-0.02034679	-0.027980266	-0.037645243	0.055049237	-0.07017457	0.06930737	-0.06891487	0.03679277	-0.056509502	0.033889342	-0.0051546525	0.024583736
0.018283712	0.02308129	0.006473932	0.059960544	-0.008341756	-0.036683735	-0.0012548415	0.038378727	-0.05726512	0.079971924	-0.074890524	0.0052448455	-0.091702305	0.065588966	-0.037187446	0.03551424
-0.03558811	0.09381311	0.009322418	0.022925276	-0.080580644	0.032828577	-0.04455136	0.030180756	-0.03676825	0.055619944	-0.06873827	0.057251856	-0.06574355	0.13847195	-0.0068872827	-0.07181836
-0.053788617	0.064655885	-0.01809745	0.038888704	-0.021253437	-0.003815966	-0.0019491587	0.0904997	-0.05730938	0.11344124	-0.11522468	0.05508634	-0.047132246	0.031188399	0.008456613	-0.0593121
-0.073617786	-0.006313481	-0.024369296	0.060015943	-0.010978688	-0.03974573	-0.01608777	0.10757616	-0.0005009737	0.039783157	0.0028701618	0.064072564	-0.0022854751	0.12161058	0.017589182	-0.017044093
-0.054385208	0.017630713	-0.029868253	0.0072233113	0.038663443	-0.01874669	-0.03712485	0.09832128	-0.0586141	0.06802757	-0.08782583	0.026982252	-0.04159911	0.09432827	-0.041689985	-0.04266895
-0.080712855	0.08145486	0.04905879	0.023337487	-0.039737012	-0.07663148	0.019109095	-0.03767229	-0.025675442	0.022830032	-0.09796405	-0.0092963	-0.022267293	0.0973365	-0.022650536	-0.06419855
-0.07156484	-0.008114902	-0.009735967	-0.028943524	0.0056354944	-0.05925044	-0.024163611	0.08583604	-0.04117834	0.087698415	-0.07068627	-0.033327106	-0.06705411	0.06908235	0.0065141316	-0.040520564
-0.055645827	0.07072314	-0.012149508	0.010413596	-0.08719155	-0.03299238	0.026900513	0.08105968	-0.023048483	0.0931717	-0.05451104	0.018183086	0.0054494827	0.06815443	-0.01084319	-0.037711073
-0.03287622	0.0048806234	0.009479608	0.1078708	0.006175597	-0.07441882	0.0010922855	-0.018062344	-0.11006507	0.04316675	-0.015686786	0.034994002	-0.046506204	0.060074408	-0.020584952	-0.06023372
-0.019222444	0.0011367287	0.024671704	0.077749655	-0.016148265	-0.010271846	-0.04679191	0.029759841	-0.037978522	0.013393629	-0.06019905	0.100512035	-0.015613216	0.009356099	-0.032979533	0.06894839
-0.105580434	0.06710301	-0.062122747	0.028043596	-0.07240117	-0.018609164	0.016472274	0.07728518	-0.09487519	0.005633977	-0.011867737	0.010651822	-0.0004613346	0.06095269	-0.055202663	0.09790417
-0.032697316	-0.013443032	0.0051085437	-0.014397829	-0.013524727	-0.030386081	0.02398289	0.010081519	-0.040311772	0.06889557	-0.035044994	0.03546662	-0.044016935	0.021987265	0.024021506	-0.03533648
-0.09331484	-0.027808286	0.015187134	-0.015852023	-0.01024103	-0.020563371	0.01771283	-0.04238833	0.029129107	-0.0150187975	-0.08560042	-0.027142312	-0.0027640627	0.0026455084	0.0815508	0.037813462
-0.04400358	0.07738477	-0.0028306295	-0.05873908	-0.02127969	-0.024079448	-0.03764399	-0.021937482	0.024864083	0.073147744	-0.044193406	-0.007960621	-0.07373126	0.011638492	-0.0513629	-0.06268194
-0.01608391	0.04492092	-0.07671311	0.030582504	-0.017501118	-0.022842508	0.04035782	0.06999266	-0.04355452	-0.0016341832	-0.038101435	0.018003626	-0.08706044	0.011948568	-0.058995083	0.09379355
-0.038029473	-0.009351047	0.045065284	-0.035883088	-0.043694645	-0.07564137	0.035157733	0.078343175	-0.027937999	0.031400703	-0.10870036	0.07556138	0.019393472	0.051485814	-0.043977864	-0.047520455
-0.048847787	0.03401384	0.039393157	-0.04975321	-0.0076981853	-0.023023771	0.027840078	0.026943227	-0.027305856	-0.023336744	-0.07791165	0.029167026	-0.037884228	-0.009125119	0.022689346	0.06556527
-0.049157478	-0.026465047	0.068254784	0.0011259299	0.049574237	0.058339614	0.04416942	-0.065934226	-0.04426461	0.08783619	0.033635803	0.11627339	0.031086683	0.06636332	-0.041830428	0.019130595
-0.048706967	0.077410124	-0.034936994	0.09150583	-0.083276756	-0.033882815	0.05374492	0.07853168	-0.08985875	0.019266056	-0.011247626	0.020182585	-0.023189334	0.090053946	-0.018436048	-0.025686657
0.019124871	-0.052786842	-0.027521843	0.07482316	-0.051493824	-0.11850223	-0.013486549	0.061501544	0.05346003	0.08034818	-0.036163505	-0.015095546	-0.00574942	0.12706216	-0.0420866	-0.02135703
